Customer_Id,Surname,CreditScore,Country,Gender,Age,Tenure,Balance,NumofProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age Category
15738889,Nwora,682,Spain,Female,58,5,0,1,1,0,176036,0,Adult
15591942,Lu,541,France,Male,32,8,0,2,1,0,40889,0,Adult
15622230,Cohn,702,Germany,Male,28,1,103034,1,1,1,40322,0,Adult
15719541,He,607,France,Female,32,6,0,2,0,0,196062,0,Adult
15714634,Tang,567,France,Female,26,2,0,2,1,1,78652,0,Adult
15718245,SHIH,658,France,Male,42,8,102871,1,0,1,103765,1,Adult
15583552,Zito,611,Spain,Female,33,7,0,2,1,1,3730,0,Adult
15806447,CRIBB,705,France,Female,35,3,0,2,0,1,66331,0,Adult
15635396,Nebechi,837,France,Male,26,4,89900,2,1,0,175477,0,Adult
15600992,Pirozzi,730,France,Male,34,1,0,2,1,1,126592,0,Adult
15794792,Donaldson,674,France,Male,44,5,88902,1,1,0,73731,0,Adult
15613427,Mazzanti,690,Germany,Male,32,0,106684,2,1,1,137916,0,Adult
15657812,Brabyn,844,France,Male,38,7,111502,1,1,1,119333,0,Adult
15702462,Thompson,738,France,Female,29,9,139106,1,1,0,141872,1,Adult
15584518,Madukaego,652,France,Male,36,1,0,2,1,1,151315,0,Adult
15735968,Golubev,612,France,Female,31,8,117990,1,1,1,54130,0,Adult
15664895,Barling,683,Germany,Female,49,7,108798,2,0,0,140763,0,Adult
15632899,Fiorentini,619,Spain,Female,44,6,52831,1,1,1,100146,1,Adult
15646521,ARTHUR,589,Germany,Female,50,5,144895,2,1,1,34941,0,Adult
15675749,Hsing,605,France,Male,41,10,0,2,0,1,97213,0,Adult
15567557,Onuchukwu,602,France,Female,25,0,0,2,1,1,101274,0,Young
15612108,Tu,516,Spain,Female,65,9,102541,1,1,0,181490,0,Senior
15703264,Nwankwo,662,Spain,Male,20,9,104509,2,0,0,73108,0,Young
15706036,Fan,634,Spain,Female,36,1,0,1,1,1,143961,0,Adult
15747345,Trevisani,599,France,Female,41,2,91329,1,1,0,115725,0,Adult
15728669,Baranov,695,France,Female,23,1,0,2,1,1,141756,0,Young
15653521,Chien,573,France,Male,27,2,128243,1,1,1,11631,0,Adult
15785576,Norman,625,France,Male,52,5,164978,1,1,1,67788,0,Adult
15801605,Chukwufumnanya,735,France,Male,44,9,120682,1,1,0,74836,0,Adult
15771442,Lombardo,552,Germany,Male,38,10,132271,2,1,1,46562,0,Adult
15804052,Bergamaschi,678,France,Female,22,6,118065,2,1,1,195424,0,Young
15565706,KNOWLES,584,Germany,Male,30,8,112014,1,1,0,177772,1,Adult
15641490,Onuora,850,Germany,Male,40,7,104450,1,1,1,748,0,Adult
15750649,Mayrhofer,434,Germany,Male,71,9,119497,1,1,0,125849,0,Senior
15612966,Rizzo,626,France,Female,39,0,0,2,1,1,83295,0,Adult
15635502,Pennington,633,France,Male,40,4,150578,1,0,1,34671,1,Adult
15614420,Unknown,710,Spain,Male,23,6,0,2,1,1,134188,0,Young
15753462,Akobundu,612,Spain,Male,35,1,0,1,1,1,83256,1,Adult
15763612,Windsor,850,Germany,Female,25,8,69385,2,1,0,87834,0,Young
15733032,Unknown,744,France,Female,44,3,0,2,1,1,189016,0,Adult
15574331,Unknown,545,France,Female,60,7,128981,1,0,1,176924,1,Adult
15694160,Ch'iu,443,France,Male,44,2,0,1,1,0,159166,0,Adult
15777033,Gerasimova,531,Germany,Female,32,0,109570,2,1,1,172050,0,Adult
15704910,Godson,632,Germany,Male,30,2,72549,2,0,1,182729,0,Adult
15613463,T'an,756,Germany,Male,41,5,124439,2,0,1,47093,0,Adult
15629323,Butler,651,Spain,Male,47,2,0,2,1,1,119809,0,Adult
15583668,Alexeeva,593,Germany,Female,37,3,118234,1,0,1,24766,1,Adult
15709447,Sagese,624,France,Male,37,0,0,2,0,0,112105,0,Adult
15777076,Atkinson,714,Germany,Male,29,6,92887,1,1,1,69578,0,Adult
15660679,Rios,631,Spain,Male,23,3,0,2,1,0,13813,0,Young
15632576,Hackett,679,Germany,Female,50,6,132598,2,1,1,184018,0,Adult
15684296,Kelechi,617,Germany,Female,37,4,116471,2,1,0,175325,1,Adult
15606836,Ludowici,726,France,Female,42,2,109472,1,0,1,175161,0,Adult
15749583,Reed,584,France,Female,26,5,146286,1,1,0,105105,0,Adult
15722532,NEWBOLD,494,Germany,Female,38,7,174938,1,1,0,40084,0,Adult
15738501,Clark,651,France,Male,36,7,0,2,1,0,13898,0,Adult
15576928,Chimaobim,653,Spain,Female,38,9,149572,1,1,0,118383,0,Adult
15665177,Yashina,520,France,Male,31,4,93249,1,1,0,77336,0,Adult
15633112,Artyomova,714,France,Male,34,5,141173,1,0,1,98896,0,Adult
15773322,Lombardo,782,France,Female,33,2,94493,1,0,1,101866,0,Adult
15801466,Bellucci,686,Germany,Female,38,2,93570,3,0,0,10137,1,Adult
15708867,Angelo,690,France,Female,36,10,91760,1,1,1,135785,0,Adult
15733014,Booth,601,Germany,Male,48,9,163631,1,0,1,41816,1,Adult
15797736,WALSH,573,France,Male,23,2,0,1,1,0,122964,0,Young
15610557,Booth,613,France,Male,44,3,0,2,0,1,136492,0,Adult
15810227,Madukaego,681,Germany,Male,42,3,118200,2,1,0,9453,1,Adult
15731412,Obiajulu,536,Germany,Female,44,4,121899,1,0,0,131007,0,Adult
15679024,Tao,611,France,Male,28,2,0,2,0,0,25396,0,Adult
15772798,Gray,574,France,Female,39,2,122525,2,1,0,88464,0,Adult
15609058,Niu,684,Spain,Female,38,3,134169,3,1,0,3967,1,Adult
15634628,Nolan,813,France,Female,62,10,64668,2,0,1,140454,0,Senior
15628936,Smith,658,France,Male,29,4,80263,1,1,1,20613,0,Adult
15695168,McCarthy,695,Spain,Female,35,7,79858,2,1,1,127978,0,Adult
15712584,Fanucci,421,France,Male,34,2,0,2,1,1,96615,0,Adult
15654238,Trevisano,693,Germany,Female,37,6,95900,1,1,1,38196,0,Adult
15611287,Udinesi,553,France,Male,32,3,116325,1,1,0,77304,0,Adult
15715667,Unknown,711,Spain,Female,28,5,0,2,1,1,93960,0,Adult
15725665,Wan,676,France,Male,23,1,107787,1,0,1,116379,0,Young
15711572,Unknown,579,France,Female,33,1,65668,2,0,0,164609,0,Adult
15578141,Wakelin,692,Spain,Female,29,4,0,2,0,0,138880,0,Adult
15761717,Archer,692,Spain,Male,28,9,118945,1,0,0,16064,1,Adult
15723818,Bruce,625,France,Male,39,2,0,2,1,0,100403,0,Adult
15667085,Liao,670,France,Female,33,7,0,2,1,1,88188,0,Adult
15756875,Jen,673,France,Female,40,5,137494,1,1,0,81754,0,Adult
15758372,Chiu,777,France,Female,37,4,0,2,0,1,115612,0,Adult
15733361,Sorokina,652,France,Female,32,7,0,2,0,0,155227,0,Adult
15718231,Lo,679,France,Male,47,10,198546,2,1,0,191199,1,Adult
15657105,O'Kane,705,Germany,Male,31,9,110942,2,1,0,163485,0,Adult
15592230,Chien,592,Spain,Male,38,3,0,1,1,1,12906,1,Adult
15782210,Ch'ien,720,France,Male,37,10,51963,2,1,0,45507,0,Adult
15670343,Walker,700,Spain,Male,31,7,0,2,0,1,145152,0,Adult
15576065,Carpenter,453,France,Female,37,4,131835,2,1,0,8949,0,Adult
15715297,MENG,667,France,Male,33,4,0,2,1,1,131835,0,Adult
15701319,Freeman,782,Spain,Male,34,6,147422,1,0,1,42144,0,Adult
15698028,Unknown,674,France,Male,18,7,0,2,1,1,55753,1,Young
15775339,Davide,651,Germany,Female,45,6,86714,1,1,0,85870,1,Adult
15652289,Gregory,537,France,Male,28,0,88963,2,1,1,189840,0,Adult
15592707,Chukwualuka,726,Spain,Male,36,2,0,1,1,0,195192,0,Adult
15765297,Lombardo,599,France,Male,34,2,101507,1,0,0,198030,0,Adult
15602034,Seleznyov,620,France,Male,41,3,0,2,1,1,137309,0,Adult
15659962,K'ung,714,France,Male,46,1,0,1,1,0,152168,1,Adult
15674442,Sims,731,Spain,Female,40,5,171326,1,1,1,159718,1,Adult
15752534,Yuan,779,Germany,Female,40,2,75470,1,1,1,52894,0,Adult
15637522,Baxter,614,Germany,Female,37,6,96341,2,1,1,139377,1,Adult
15689351,Duncan,506,France,Female,41,5,0,2,1,0,31766,0,Adult
15610355,Lori,520,France,Female,29,8,0,1,1,0,4696,0,Adult
15706394,Williams,694,France,Male,47,4,0,2,1,0,197529,0,Adult
15805681,Dolgorukova,531,France,Female,64,2,175755,2,1,1,60721,0,Senior
15626114,Wang,712,France,Female,37,3,87376,2,0,0,166195,0,Adult
15785406,Yao,766,Spain,Male,41,0,0,2,0,1,34283,0,Adult
15629885,Kolesnikov,697,France,Female,37,2,126559,1,1,0,73334,0,Adult
15567333,McIntosh,637,France,Male,60,3,0,2,1,1,70174,0,Adult
15643487,Steele,638,Spain,Female,55,2,155828,1,0,1,108987,1,Adult
15681924,Kung,681,France,Male,23,7,157762,1,0,0,147760,0,Young
15666711,Mironov,744,France,Male,36,10,0,2,1,1,182868,0,Adult
15714689,Shubina,507,France,Female,31,0,106942,1,0,1,44001,0,Adult
15774393,Johnson,742,Germany,Female,41,4,92806,1,0,1,73744,1,Adult
15691111,Hunter,713,France,Male,44,1,63439,1,1,0,64375,0,Adult
15621210,Howell,609,France,Male,53,7,0,2,0,1,52333,0,Adult
15681843,Chamberlain,716,France,Male,41,9,0,1,1,1,113267,0,Adult
15718673,Pearson,429,France,Male,24,4,95742,1,1,0,46171,0,Young
15591985,Watts,446,France,Female,51,4,105056,1,0,0,70614,0,Adult
15768163,Allingham,670,Spain,Male,43,5,97792,1,0,1,120226,0,Adult
15747000,Wilson,850,France,Female,33,7,118004,1,1,0,183984,0,Adult
15610912,Archambault,712,France,Female,31,7,0,2,1,1,170333,0,Adult
15637644,Sal,630,Spain,Male,39,10,105474,1,0,0,58855,1,Adult
15595766,Ekwueme,747,Germany,Male,38,2,129729,1,1,0,89290,0,Adult
15652615,Ukaegbulam,586,France,Female,46,0,0,3,0,1,131554,1,Adult
15649858,Houghton,591,Spain,Male,29,1,97541,1,1,1,196356,0,Adult
15664720,Ch'ien,694,France,Female,30,9,0,2,1,1,26960,0,Adult
15728224,Pai,648,Germany,Female,42,8,121981,2,1,0,4027,0,Adult
15653620,Unknown,599,Germany,Male,46,9,123445,1,1,1,31368,1,Adult
15810944,Unknown,624,Germany,Male,35,0,0,1,1,0,163588,0,Adult
15584785,Mirams,839,Spain,Female,33,10,75592,1,1,0,62674,0,Adult
15601857,Stewart,708,France,Female,51,8,70754,1,1,1,92920,1,Adult
15629846,Griffin,655,Germany,Female,46,7,137145,1,1,0,115146,1,Adult
15629094,Shih,592,France,Male,27,3,0,2,1,1,19646,0,Adult
15805261,FERRI,657,Spain,Female,41,6,112119,1,1,0,17537,0,Adult
15798834,Hanson,667,France,Female,24,4,0,2,0,1,34336,0,Young
15654531,Watts,527,Spain,Male,37,5,93723,2,1,1,139094,0,Adult
15663933,Ferri,742,France,Male,39,8,140005,1,1,1,92986,0,Adult
15775750,Simpson,469,France,Male,37,9,96776,1,1,1,119891,0,Adult
15750867,Kovalyova,714,Spain,Male,33,8,122017,1,0,0,162515,0,Adult
15720644,Kerr,710,Germany,Female,41,9,149156,2,1,0,42131,1,Adult
15700353,Vinogradova,598,France,Female,39,5,0,2,1,1,83103,0,Adult
15628112,Gordon,546,France,Female,27,8,0,2,1,1,14858,0,Adult
15714920,Unknown,586,France,Female,35,7,0,2,1,1,70761,0,Adult
15694409,OGOCHUKWU,660,France,Male,37,2,97325,1,1,0,23292,0,Adult
15729582,Woodhouse,705,Germany,Female,46,4,115518,1,0,0,76545,1,Adult
15671124,Sheehan,827,Germany,Female,47,8,143002,2,1,0,108978,0,Adult
15618695,Fomin,528,France,Female,36,1,156948,1,1,1,149912,1,Adult
15808228,Unknown,700,Spain,Male,29,5,0,2,0,1,152097,0,Adult
15618225,Yefremov,719,Spain,Female,32,7,0,1,0,0,76264,0,Adult
15669987,Jamieson,625,Germany,Female,35,5,86147,2,1,0,163441,1,Adult
15687626,TAI,675,Spain,Male,33,3,0,2,1,0,45348,0,Adult
15642991,YAO,686,France,Male,37,9,134561,1,1,0,27596,0,Adult
15622774,Nucci,489,Germany,Female,46,8,92060,1,1,0,147223,1,Adult
15657342,Martin,789,France,Male,27,6,0,2,1,0,103604,0,Adult
15755178,Hughes,771,Germany,Female,36,5,77847,1,0,0,99806,0,Adult
15727384,Balashov,585,Germany,Male,44,7,163868,1,1,1,112333,0,Adult
15574795,TSAO,647,Germany,Female,22,3,97976,2,0,1,62083,0,Young
15604304,Fu,676,Germany,Male,48,3,80697,1,0,0,101398,0,Adult
15596914,Buccho,599,France,Male,25,6,120383,1,1,1,24903,0,Young
15594556,TS'UI,652,Spain,Female,22,3,108117,1,0,1,53329,0,Young
15795370,Unknown,768,Spain,Female,44,6,60603,1,1,1,178046,0,Adult
15654025,Porter,741,Germany,Male,36,8,116993,2,1,1,168816,0,Adult
15588918,Cremonesi,578,France,Male,50,5,151215,2,1,0,169804,0,Adult
15726855,Sung,728,Germany,Female,35,8,125885,2,1,0,54359,1,Adult
